player_id,name,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9
friec001,Christian Friedrich,0.5051135,0.5064878,0.44732964,0.46428636,0.52207947,0.50809723,0.4711012,0.5345147,0.43913835
friee001,Ernesto Frieri,0.39027962,0.4467371,0.5539295,0.50864244,0.48478884,0.50847715,0.41464195,0.49532217,0.5549069
furbc001,Charlie Furbush,0.45127982,0.49696213,0.5431293,0.49381036,0.47932926,0.5189915,0.4905349,0.5819301,0.50419796
gally001,Yovani Gallardo,0.5587227,0.49735543,0.46462187,0.5462826,0.5075174,0.5045565,0.5011003,0.47353563,0.50981504
garcj002,Santiago Casilla,0.51633453,0.48365822,0.480749,0.47936124,0.4632126,0.5795659,0.56927407,0.5238929,0.4694391
garcj004,Jaime Garcia,0.5428103,0.51186514,0.53708434,0.51746523,0.553422,0.5763598,0.6294615,0.51871634,0.44379908
garcl005,Luis Garcia,0.5897079,0.45383647,0.32864046,0.47653118,0.43229932,0.59515274,0.56661266,0.57846767,0.51784813
garzm001,Matt Garza,0.48572382,0.4786709,0.50502676,0.550209,0.5110961,0.46820915,0.4833456,0.49113178,0.46985227
gaudc001,Chad Gaudin,0.47023872,0.50392693,0.5341246,0.5167144,0.4686008,0.49512407,0.40789697,0.5056008,0.4887725
gausk001,Kevin Gausman,0.49319237,0.4800229,0.5134203,0.49936044,0.5524833,0.5369365,0.5033437,0.53495,0.49358505
gearc001,Cory Gearrin,0.5033853,0.47308904,0.40664768,0.48007515,0.48865637,0.5693094,0.5187251,0.5241977,0.48339593
gee-d001,Dillon Gee,0.5155532,0.5802537,0.4795826,0.5231559,0.5358512,0.48763853,0.4435517,0.42372587,0.508804
gelts001,Steve Geltz,0.39856124,0.4739024,0.55971,0.5073212,0.4441513,0.48354396,0.40481317,0.51132613,0.501477
germg001,Gonzalez Germen,0.44892395,0.4956856,0.42576662,0.5319541,0.45550966,0.5253942,0.41566986,0.5089276,0.5176869
gibsk002,Kyle Gibson,0.54411113,0.5061056,0.46951663,0.46748635,0.54365927,0.54393995,0.513286,0.5248357,0.43266907
gilek001,Ken Giles,0.44466835,0.5153707,0.5596224,0.47791737,0.51544267,0.5480441,0.49785605,0.5916985,0.5680355
givem001,Mychal Givens,0.48309162,0.5118605,0.547878,0.4602092,0.47603625,0.52278745,0.56078196,0.5482964,0.5919666
godlz001,Zack Godley,0.50814795,0.47254717,0.53353035,0.48966318,0.45714864,0.5033294,0.43423662,0.5061194,0.48816618
gomeb001,Brandon Gomes,0.42058003,0.49541914,0.5437086,0.51503664,0.54916644,0.46631977,0.42192894,0.5184933,0.4953428
gomej002,Jeanmar Gomez,0.54864407,0.49879223,0.496991,0.45540008,0.60390794,0.5466877,0.5043809,0.46158305,0.37649882
gonzc002,Chi Chi Gonzalez,0.5990478,0.47941878,0.48590583,0.5671002,0.45555678,0.5196923,0.50045365,0.46666947,0.43277457
gonzg003,Gio Gonzalez,0.56860995,0.5471651,0.54720134,0.5047839,0.48073184,0.5580797,0.48199967,0.59790087,0.48756757
gonzm003,Miguel Gonzalez,0.43479794,0.45033923,0.5125475,0.5545794,0.5273363,0.46221727,0.4954069,0.45253372,0.46468258
gorzt001,Tom Gorzelanny,0.5660438,0.46804243,0.5198231,0.4837457,0.45686212,0.50611126,0.4933146,0.485724,0.5293915
gravk001,Kendall Graveman,0.4852529,0.5271131,0.42498207,0.5230536,0.5759265,0.5429997,0.51312083,0.4686919,0.46669948
grayj003,Jon Gray,0.48142186,0.5010989,0.5188392,0.4861748,0.5152811,0.4876898,0.4497422,0.464532,0.46997434
grays001,Sonny Gray,0.5857247,0.55226934,0.5075927,0.5039362,0.43425325,0.5379144,0.59144443,0.54681015,0.53474367
grees005,Shane Greene,0.4907786,0.48695135,0.47631267,0.46604407,0.5241254,0.46330577,0.5219999,0.53855926,0.44885233
gregk001,Kevin Gregg,0.47496036,0.46345413,0.5012089,0.513759,0.4649957,0.48901987,0.3764894,0.5118732,0.5413342
gregl001,Luke Gregerson,0.4897261,0.5378924,0.5116664,0.47708622,0.5356227,0.54409915,0.63373375,0.4823036,0.53333086
greiz001,Zack Greinke,0.49036634,0.5949987,0.51582766,0.51186264,0.49404517,0.5427954,0.60078406,0.4848956,0.52998275
grifa002,A.J. Griffin,0.39649442,0.4788718,0.5748272,0.5192664,0.496811,0.42312592,0.47821882,0.4452773,0.4712454
grilj001,Jason Grilli,0.4701102,0.51514083,0.5123622,0.4446974,0.46439523,0.4666877,0.49748865,0.5875858,0.57830685
grimj002,Justin Grimm,0.5255962,0.43716985,0.48642024,0.5036682,0.4191254,0.47081584,0.4547966,0.4610064,0.57676506
guerj003,Junior Guerra,0.5204155,0.5203693,0.48487395,0.50169784,0.5158339,0.4835216,0.49884814,0.49227977,0.48597667
guthj001,Jeremy Guthrie,0.50484973,0.5414072,0.5021668,0.529354,0.56802976,0.44898507,0.4512633,0.46686372,0.43525925
gutij002,Juan Gutierrez,0.5276567,0.51848346,0.55809397,0.54608244,0.4972253,0.44197723,0.44329372,0.4476156,0.51448417
hagan001,Nick Hagadone,0.42030135,0.46755427,0.5594427,0.4406097,0.43402994,0.54174596,0.49341303,0.46425906,0.44586265
hahnj001,Jesse Hahn,0.5405141,0.43564016,0.44467947,0.509509,0.5539935,0.57875794,0.5253072,0.52146935,0.48172072
haled001,David Hale,0.5592014,0.49117202,0.41175634,0.5072233,0.5195094,0.47719336,0.5161756,0.49375844,0.44963574
hamec001,Cole Hamels,0.507513,0.45889133,0.57915604,0.47593305,0.48062703,0.46938708,0.5374369,0.514448,0.45587298
hammj002,Jason Hammel,0.4216588,0.4398201,0.49583235,0.5064838,0.5726168,0.450106,0.46241483,0.49817774,0.4851166
handb001,Brad Hand,0.5490792,0.584558,0.5198427,0.59686935,0.43896696,0.51862437,0.49422926,0.4687173,0.46717125
happj001,J.A. Happ,0.47250554,0.5257913,0.562062,0.52927506,0.4501015,0.44610566,0.4725049,0.5637011,0.441592
haraa001,Aaron Harang,0.48267785,0.54301906,0.5032255,0.5581815,0.51882094,0.4534148,0.39218557,0.49681407,0.4793846
hardb001,Blaine Hardy,0.53351057,0.5327986,0.4922769,0.46374157,0.48216644,0.5391681,0.47400168,0.51215494,0.49555764
hared001,Dan Haren,0.43736565,0.4436814,0.5236961,0.5822835,0.5490835,0.36507463,0.48257193,0.47688708,0.5100908
